Date,Region,Product,Channel,SalesRep,Quantity,UnitPrice,DiscountRate,Revenue
2024-05-17,East,Widget B,Retail,Derek,47,21.34,0.09,912.71
2024-01-26,East,Widget A,Online,Bob,2,22.18,0.01,43.92
2024-11-03,East,Widget A,Retail,Bob,49,41.94,0.08,1890.66
2024-12-21,West,Widget D,Online,Derek,9,19.28,0.21,137.08
2024-07-22,South,Widget C,Distributor,Alice,6,13.57,0.13,70.84
2024-01-07,West,Widget A,Online,Charlie,37,45.55,0.22,1314.57
2024-05-04,North,Widget D,Retail,Eva,33,44.31,0.14,1257.52
2024-07-06,South,Widget C,Online,Bob,24,16.2,0.2,311.04
2024-03-17,North,Widget A,Retail,Eva,88,47.54,0.05,3974.34
2024-07-19,West,Widget C,Online,Eva,10,49.78,0.2,398.24
2024-07-06,East,Widget C,Distributor,Alice,69,21.5,0.17,1231.3
2024-02-10,East,Widget C,Distributor,Derek,25,17.02,0.05,404.22
2024-06-10,East,Widget A,Online,Alice,97,16.39,0.05,1510.34
2024-10-13,South,Widget A,Retail,Eva,58,49.0,0.07,2643.06
2024-11-30,West,Widget B,Online,Derek,68,35.44,0.05,2289.42
2024-11-02,West,Widget B,Retail,Eva,29,22.51,0.18,535.29
2024-06-15,South,Widget A,Distributor,Eva,65,33.96,0.08,2030.81
2024-05-17,East,Widget A,Retail,Derek,48,32.57,0.12,1375.76
2024-09-22,South,Widget D,Online,Eva,1,37.53,0.08,34.53
2024-01-28,East,Widget C,Online,Charlie,17,31.07,0.02,517.63
2024-05-18,West,Widget B,Distributor,Eva,64,41.99,0.22,2096.14
2024-01-10,West,Widget A,Online,Charlie,50,40.96,0.02,2007.04
2024-01-20,West,Widget A,Retail,Eva,1,19.42,0.28,13.98
2024-10-07,East,Widget A,Retail,Derek,74,47.29,0.23,2694.58
2024-10-04,South,Widget B,Retail,Bob,32,18.54,0.2,474.62
2024-09-01,West,Widget D,Retail,Eva,15,30.46,0.28,328.97
2024-02-15,North,Widget B,Distributor,Charlie,11,16.38,0.29,127.93
2024-10-03,South,Widget A,Retail,Bob,98,13.42,0.27,960.07
2024-04-24,East,Widget B,Distributor,Derek,61,33.96,0.02,2030.13
2024-03-30,East,Widget D,Distributor,Alice,19,41.25,0.01,775.91
2024-11-14,North,Widget C,Retail,Alice,75,35.36,0.02,2598.96
2024-10-04,North,Widget C,Distributor,Bob,42,31.29,0.09,1195.9
2024-01-13,North,Widget B,Retail,Alice,28,20.56,0.13,500.84
2024-10-13,North,Widget D,Retail,Bob,72,21.4,0.14,1325.09
2024-08-17,West,Widget B,Retail,Derek,37,40.69,0.06,1415.2
2024-05-11,East,Widget B,Retail,Charlie,14,18.27,0.11,227.64
2024-06-11,South,Widget C,Online,Alice,67,29.08,0.25,1461.27
2024-09-26,South,Widget A,Retail,Bob,42,42.06,0.16,1483.88
2024-10-07,East,Widget A,Distributor,Derek,8,35.73,0.08,262.97
2024-12-07,North,Widget D,Online,Charlie,9,29.32,0.12,232.21
2024-06-13,West,Widget C,Distributor,Eva,47,25.18,0.23,911.26
2024-01-04,East,Widget D,Retail,Derek,48,11.94,0.06,538.73
2024-12-05,West,Widget D,Distributor,Eva,73,25.29,0.08,1698.48
2024-10-30,West,Widget B,Retail,Bob,77,30.46,0.05,2228.15
2024-03-28,East,Widget A,Online,Eva,58,32.77,0.11,1691.59
2024-07-23,South,Widget A,Online,Eva,84,12.9,0.09,986.08
2024-05-31,South,Widget B,Online,Charlie,47,10.8,0.23,390.85
2024-08-11,East,Widget D,Distributor,Eva,12,45.5,0.19,442.26
2024-02-28,North,Widget A,Distributor,Charlie,49,31.25,0.12,1347.5
2024-11-27,East,Widget B,Distributor,Derek,23,43.7,0.11,894.54
2024-11-13,East,Widget C,Distributor,Derek,46,33.08,0.19,1232.56
2024-09-05,South,Widget D,Distributor,Eva,95,25.16,0.11,2127.28
2024-03-28,North,Widget C,Retail,Derek,33,47.39,0.25,1172.9
2024-12-19,North,Widget C,Online,Eva,89,42.19,0.11,3341.87
2024-04-25,North,Widget C,Online,Charlie,54,47.14,0.17,2112.81
2024-12-26,South,Widget C,Retail,Alice,65,11.55,0.06,705.7
2024-04-22,North,Widget C,Distributor,Alice,93,23.84,0.25,1662.84
2024-03-16,South,Widget D,Online,Charlie,73,42.24,0.08,2836.84
2024-05-09,East,Widget C,Distributor,Eva,16,19.65,0.02,308.11
2024-11-02,West,Widget D,Online,Derek,65,22.39,0.26,1076.96
2024-05-20,West,Widget C,Online,Charlie,44,49.37,0.12,1911.61
2024-08-30,West,Widget A,Retail,Derek,20,35.45,0.14,609.74
2024-05-19,South,Widget B,Retail,Derek,63,36.54,0.24,1749.54
2024-10-07,East,Widget D,Online,Bob,62,13.13,0.21,643.11
2024-12-17,North,Widget B,Online,Alice,25,27.9,0.25,523.12
2024-04-14,East,Widget C,Distributor,Alice,94,14.79,0.24,1056.6
2024-01-14,South,Widget A,Retail,Bob,89,47.73,0.16,3568.29
2024-06-20,West,Widget B,Online,Charlie,72,29.9,0.05,2045.16
2024-12-20,East,Widget A,Distributor,Derek,14,12.98,0.15,154.46
2024-11-16,West,Widget D,Distributor,Alice,90,39.53,0.1,3201.93
2024-06-08,West,Widget C,Online,Derek,66,35.92,0.01,2347.01
2024-03-28,East,Widget C,Retail,Bob,41,49.78,0.14,1755.24
2024-05-07,West,Widget A,Online,Derek,10,33.7,0.25,252.75
2024-07-28,East,Widget B,Distributor,Alice,70,10.37,0.06,682.35
2024-11-25,South,Widget D,Distributor,Bob,10,31.12,0.29,220.95
2024-06-04,South,Widget A,Distributor,Charlie,43,17.65,0.16,637.52
2024-02-25,West,Widget D,Distributor,Alice,92,14.53,0.23,1029.31
2024-06-16,West,Widget B,Distributor,Bob,90,29.28,0.02,2582.5
2024-02-26,South,Widget B,Distributor,Bob,71,46.46,0.17,2737.89
2024-01-30,East,Widget C,Retail,Bob,57,17.9,0.3,714.21
2024-09-25,South,Widget C,Distributor,Alice,21,40.99,0.08,791.93
2024-06-11,East,Widget D,Retail,Eva,85,34.71,0.23,2271.77
2024-08-12,West,Widget C,Online,Bob,64,33.37,0.15,1815.33
2024-09-27,South,Widget D,Online,Eva,84,39.2,0.12,2897.66
2024-04-01,North,Widget C,Distributor,Alice,96,12.08,0.26,858.16
2024-07-16,South,Widget D,Retail,Eva,13,42.71,0.1,499.71
2024-05-28,East,Widget B,Distributor,Bob,45,49.67,0.23,1721.07
2024-12-21,South,Widget A,Online,Derek,44,15.39,0.09,616.22
2024-07-14,South,Widget A,Distributor,Charlie,2,25.2,0.15,42.84
2024-10-08,West,Widget C,Distributor,Alice,18,30.2,0.05,516.42
2024-12-24,East,Widget C,Online,Eva,51,28.62,0.08,1342.85
2024-12-04,West,Widget C,Retail,Bob,78,46.6,0.09,3307.67
2024-09-17,East,Widget C,Distributor,Charlie,31,26.81,0.28,598.4
2024-01-23,West,Widget A,Retail,Alice,27,32.63,0.21,696.0
2024-08-31,East,Widget C,Distributor,Alice,79,19.79,0.04,1500.87
2024-12-30,South,Widget B,Online,Alice,4,32.78,0.1,118.01
2024-02-12,West,Widget A,Online,Derek,10,31.76,0.1,285.84
2024-02-29,North,Widget C,Retail,Bob,89,27.36,0.25,1826.28
2024-11-15,West,Widget C,Retail,Charlie,37,11.88,0.2,351.65
2024-07-25,South,Widget A,Online,Alice,1,43.33,0.28,31.2
2024-03-14,East,Widget B,Online,Derek,56,11.76,0.22,513.68
2024-05-20,North,Widget C,Distributor,Alice,70,10.02,0.24,533.06
2024-10-19,East,Widget C,Retail,Derek,78,27.83,0.27,1584.64
2024-10-18,West,Widget B,Distributor,Bob,48,12.87,0.2,494.21
2024-02-29,North,Widget A,Online,Alice,38,12.02,0.03,443.06
2024-12-22,East,Widget A,Retail,Alice,49,47.11,0.28,1662.04
2024-02-25,North,Widget D,Online,Alice,65,29.71,0.05,1834.59
2024-08-21,East,Widget A,Distributor,Derek,29,48.65,0.24,1072.25
2024-05-24,West,Widget B,Online,Alice,49,11.62,0.27,415.65
2024-05-10,East,Widget A,Retail,Derek,81,11.25,0.29,646.99
2024-09-27,North,Widget D,Distributor,Derek,24,49.57,0.01,1177.78
2024-04-03,South,Widget A,Online,Derek,17,34.31,0.12,513.28
2024-09-27,South,Widget C,Distributor,Bob,61,39.53,0.06,2266.65
2024-10-28,East,Widget D,Online,Charlie,99,30.74,0.11,2708.5
2024-03-20,East,Widget D,Distributor,Derek,89,31.34,0.28,2008.27
2024-10-18,South,Widget B,Distributor,Alice,75,20.71,0.14,1335.8
2024-04-26,East,Widget D,Distributor,Charlie,37,35.83,0.0,1325.71
2024-12-01,West,Widget A,Retail,Alice,19,49.4,0.28,675.79
2024-05-29,East,Widget B,Distributor,Derek,65,36.19,0.12,2070.07
2024-11-17,North,Widget D,Retail,Eva,61,44.23,0.15,2293.33
2024-01-02,South,Widget D,Distributor,Bob,77,14.84,0.02,1119.83
2024-07-13,South,Widget D,Online,Charlie,7,13.57,0.13,82.64
2024-04-13,South,Widget B,Online,Bob,50,34.76,0.08,1598.96
2024-03-20,East,Widget A,Retail,Eva,48,42.41,0.16,1709.97
2024-04-16,West,Widget C,Online,Charlie,90,37.44,0.07,3133.73
2024-02-19,North,Widget C,Distributor,Eva,59,36.78,0.29,1540.71
2024-07-01,North,Widget A,Distributor,Bob,68,27.87,0.08,1743.55
2024-01-21,East,Widget A,Retail,Charlie,52,21.95,0.06,1072.92
2024-06-08,South,Widget D,Distributor,Eva,68,25.62,0.12,1533.1
2024-02-20,North,Widget D,Distributor,Alice,67,12.2,0.27,596.7
2024-01-23,South,Widget A,Distributor,Eva,58,18.41,0.01,1057.1
2024-05-10,East,Widget A,Distributor,Eva,89,21.18,0.04,1809.62
2024-12-11,West,Widget A,Retail,Bob,91,48.23,0.23,3379.48
2024-12-06,North,Widget C,Online,Eva,43,17.8,0.27,558.74
2024-05-01,East,Widget B,Distributor,Alice,29,49.96,0.18,1188.05
2024-08-31,North,Widget B,Distributor,Alice,22,24.69,0.27,396.52
2024-05-21,West,Widget D,Online,Eva,12,36.03,0.18,354.54
2024-06-09,North,Widget A,Retail,Alice,46,37.95,0.26,1291.82
2024-03-14,North,Widget C,Online,Charlie,59,23.72,0.04,1343.5
2024-03-27,North,Widget D,Online,Alice,98,26.84,0.29,1867.53
2024-03-07,North,Widget D,Distributor,Eva,61,16.81,0.08,943.38
2024-04-05,West,Widget A,Distributor,Alice,69,44.68,0.29,2188.87
2024-05-11,South,Widget A,Online,Alice,69,41.7,0.07,2675.89
2024-09-16,East,Widget B,Retail,Alice,33,17.44,0.07,535.23
2024-06-21,East,Widget D,Distributor,Bob,87,29.53,0.1,2312.2
2024-02-11,West,Widget A,Retail,Alice,3,22.98,0.22,53.77
2024-04-15,East,Widget D,Retail,Eva,3,38.94,0.08,107.47
2024-05-20,South,Widget C,Distributor,Eva,19,43.44,0.04,792.35
2024-03-25,East,Widget D,Retail,Eva,9,21.7,0.26,144.52
2024-10-01,South,Widget D,Retail,Alice,93,11.87,0.23,850.01
2024-07-14,South,Widget D,Distributor,Charlie,82,26.36,0.2,1729.22
2024-09-20,North,Widget C,Online,Eva,97,31.7,0.07,2859.66
2024-05-07,South,Widget D,Retail,Charlie,37,14.54,0.22,419.62
2024-09-24,East,Widget D,Online,Derek,86,13.76,0.29,840.19
2024-07-02,South,Widget A,Retail,Derek,91,47.3,0.15,3658.66
2024-02-28,West,Widget A,Distributor,Eva,22,10.05,0.04,212.26
2024-09-29,West,Widget A,Online,Bob,33,12.97,0.06,402.33
2024-01-05,East,Widget D,Retail,Alice,82,45.48,0.24,2834.31
2024-05-15,East,Widget B,Online,Bob,69,22.18,0.05,1453.9
2024-06-26,North,Widget C,Online,Bob,57,43.91,0.23,1927.21
2024-02-07,North,Widget C,Retail,Charlie,53,17.15,0.27,663.53
2024-02-07,South,Widget C,Online,Derek,17,47.05,0.29,567.89
2024-09-25,West,Widget D,Online,Derek,41,39.18,0.1,1445.74
2024-08-01,South,Widget D,Online,Alice,82,46.05,0.23,2907.6
2024-04-09,North,Widget A,Retail,Charlie,69,36.69,0.01,2506.29
2024-04-03,South,Widget A,Online,Charlie,54,45.76,0.29,1754.44
2024-02-10,South,Widget C,Online,Eva,86,37.57,0.15,2746.37
2024-04-09,North,Widget A,Retail,Bob,86,32.77,0.24,2141.85
2024-07-11,North,Widget D,Online,Eva,95,29.08,0.19,2237.71
2024-01-07,East,Widget D,Distributor,Eva,69,30.01,0.11,1842.91
2024-03-29,East,Widget D,Online,Bob,10,44.84,0.1,403.56
2024-03-17,West,Widget A,Distributor,Charlie,82,30.71,0.17,2090.12
2024-12-18,North,Widget A,Online,Alice,87,47.18,0.05,3899.43
2024-08-15,East,Widget C,Distributor,Eva,30,40.72,0.22,952.85
2024-11-11,South,Widget D,Online,Eva,74,39.53,0.04,2808.21
2024-09-15,West,Widget C,Distributor,Alice,41,28.48,0.25,875.76
2024-07-26,West,Widget A,Online,Alice,5,40.03,0.19,162.12
2024-09-26,West,Widget D,Distributor,Derek,83,32.17,0.23,2055.98
2024-07-29,East,Widget C,Online,Eva,77,24.67,0.07,1766.62
2024-11-05,South,Widget D,Distributor,Eva,23,18.93,0.28,313.48
2024-12-30,North,Widget A,Distributor,Bob,19,17.1,0.03,315.15
2024-02-09,South,Widget D,Distributor,Charlie,81,47.35,0.16,3221.69
2024-09-20,South,Widget D,Distributor,Alice,90,23.66,0.26,1575.76
2024-09-01,North,Widget B,Distributor,Charlie,28,33.19,0.05,882.85
2024-10-26,North,Widget D,Retail,Charlie,32,25.1,0.13,698.78
2024-07-07,South,Widget B,Online,Derek,76,37.52,0.04,2737.46
2024-10-20,North,Widget B,Online,Alice,61,34.11,0.17,1726.99
2024-03-20,East,Widget D,Online,Charlie,60,44.67,0.29,1902.94
2024-10-14,South,Widget C,Distributor,Alice,13,38.76,0.15,428.3
2024-01-29,South,Widget A,Online,Eva,35,11.03,0.1,347.44
2024-03-11,South,Widget C,Online,Eva,10,28.22,0.01,279.38
2024-10-07,West,Widget D,Distributor,Charlie,46,46.97,0.01,2139.01
2024-09-13,East,Widget C,Online,Derek,33,27.16,0.2,717.02
2024-11-03,North,Widget C,Retail,Alice,87,20.54,0.01,1769.11
2024-01-24,North,Widget A,Retail,Eva,47,14.61,0.03,666.07
2024-12-13,West,Widget B,Retail,Derek,27,10.84,0.07,272.19
2024-11-11,South,Widget A,Online,Eva,59,20.14,0.28,855.55
2024-08-22,East,Widget C,Retail,Alice,98,26.47,0.22,2023.37
2024-09-01,East,Widget B,Distributor,Charlie,61,27.47,0.12,1474.59
2024-06-08,West,Widget B,Distributor,Derek,38,31.13,0.2,946.35
2024-08-16,South,Widget B,Online,Alice,62,19.46,0.22,941.09
2024-02-12,South,Widget D,Distributor,Eva,51,44.66,0.01,2254.88
2024-10-27,West,Widget A,Retail,Bob,7,41.61,0.09,265.06
2024-08-22,North,Widget B,Retail,Eva,95,17.93,0.0,1703.35
2024-07-03,South,Widget D,Retail,Bob,18,49.38,0.09,808.84
2024-04-23,West,Widget D,Distributor,Alice,40,45.68,0.16,1534.85
2024-04-19,North,Widget B,Retail,Derek,6,12.16,0.14,62.75
2024-01-17,West,Widget D,Distributor,Eva,35,18.4,0.12,566.72
2024-04-10,West,Widget B,Online,Alice,27,42.07,0.13,988.22
2024-02-04,West,Widget C,Online,Alice,76,20.31,0.27,1126.8
2024-04-06,East,Widget C,Distributor,Eva,44,11.79,0.09,472.07
2024-12-01,North,Widget C,Distributor,Derek,47,42.23,0.2,1587.85
2024-05-18,East,Widget C,Online,Alice,49,19.79,0.2,775.77
2024-12-08,North,Widget C,Online,Derek,97,27.45,0.29,1890.48
2024-02-20,North,Widget D,Distributor,Alice,27,35.14,0.03,920.32
2024-05-21,West,Widget A,Distributor,Eva,79,20.5,0.04,1554.72
2024-05-06,North,Widget A,Online,Bob,54,46.05,0.05,2362.36
2024-08-23,North,Widget B,Retail,Bob,55,36.54,0.1,1808.73
2024-05-26,East,Widget B,Distributor,Charlie,80,36.77,0.25,2206.2
2024-06-19,South,Widget B,Distributor,Derek,93,20.45,0.29,1350.31
2024-05-07,North,Widget D,Online,Eva,30,34.17,0.28,738.07
2024-10-19,East,Widget B,Distributor,Eva,30,10.76,0.01,319.57
2024-09-19,North,Widget A,Online,Alice,41,39.27,0.21,1271.96
2024-05-06,North,Widget A,Distributor,Charlie,27,18.79,0.13,441.38
2024-09-25,East,Widget A,Distributor,Eva,54,36.39,0.04,1886.46
2024-05-28,West,Widget C,Retail,Bob,41,48.44,0.19,1608.69
2024-07-14,East,Widget A,Retail,Derek,25,38.81,0.21,766.5
2024-08-08,North,Widget B,Online,Derek,48,42.84,0.03,1994.63
2024-10-13,East,Widget B,Online,Derek,13,25.95,0.16,283.37
2024-05-07,East,Widget D,Retail,Bob,21,18.25,0.07,356.42
2024-05-27,South,Widget A,Online,Derek,46,18.54,0.0,852.84
2024-05-04,West,Widget C,Retail,Charlie,82,25.13,0.24,1566.1
2024-01-21,South,Widget C,Retail,Bob,27,48.92,0.29,937.8
2024-07-10,South,Widget B,Retail,Charlie,33,14.03,0.21,365.76
2024-02-04,North,Widget D,Distributor,Alice,83,17.03,0.29,1003.58
2024-01-12,East,Widget A,Online,Charlie,70,17.33,0.19,982.61
2024-03-26,West,Widget C,Distributor,Derek,52,27.34,0.12,1251.08
2024-01-21,North,Widget D,Online,Bob,59,19.52,0.25,863.76
2024-12-05,South,Widget C,Retail,Charlie,34,38.62,0.02,1286.82
2024-11-14,East,Widget A,Retail,Bob,98,39.22,0.16,3228.59
2024-02-11,North,Widget A,Distributor,Charlie,17,41.11,0.22,545.12
2024-10-18,West,Widget C,Online,Bob,80,45.37,0.26,2685.9
2024-07-26,West,Widget B,Online,Bob,75,22.81,0.27,1248.85
2024-03-14,North,Widget D,Retail,Alice,52,42.65,0.3,1552.46
2024-12-10,West,Widget C,Distributor,Bob,57,29.79,0.22,1324.46
2024-09-01,South,Widget B,Retail,Charlie,42,36.53,0.12,1350.15
2024-01-19,South,Widget C,Online,Derek,19,16.87,0.16,269.25
2024-09-30,East,Widget A,Online,Charlie,39,36.2,0.08,1298.86
2024-05-02,South,Widget A,Online,Derek,51,30.81,0.17,1304.19
2024-01-05,South,Widget A,Retail,Eva,59,25.85,0.29,1082.86
2024-05-29,East,Widget B,Retail,Eva,61,35.79,0.11,1943.04
2024-04-22,North,Widget B,Retail,Charlie,56,41.25,0.11,2055.9
2024-07-05,East,Widget B,Online,Derek,48,14.22,0.21,539.22
2024-04-08,South,Widget B,Retail,Charlie,16,32.88,0.14,452.43
2024-04-04,North,Widget A,Online,Charlie,62,27.45,0.06,1599.79
2024-03-08,West,Widget B,Retail,Charlie,55,36.37,0.27,1460.26
2024-05-08,West,Widget A,Distributor,Charlie,85,12.26,0.26,771.15
2024-07-10,North,Widget C,Distributor,Eva,10,21.55,0.04,206.88
2024-03-11,North,Widget A,Online,Bob,10,10.79,0.04,103.58
2024-11-01,North,Widget B,Retail,Bob,80,40.31,0.17,2676.58
2024-08-03,West,Widget C,Retail,Charlie,35,47.24,0.03,1603.8
2024-07-20,North,Widget B,Retail,Alice,64,47.87,0.14,2634.76
2024-12-24,South,Widget D,Distributor,Eva,29,32.31,0.11,833.92
2024-07-30,South,Widget D,Distributor,Bob,12,39.06,0.28,337.48
2024-02-03,East,Widget A,Distributor,Alice,90,32.05,0.11,2567.2
2024-09-07,East,Widget B,Distributor,Derek,79,22.53,0.16,1495.09
2024-09-09,North,Widget D,Retail,Eva,59,46.37,0.03,2653.76
2024-03-26,South,Widget C,Online,Bob,56,10.98,0.12,541.09
2024-02-23,East,Widget A,Distributor,Eva,37,33.63,0.27,908.35
2024-06-28,East,Widget D,Retail,Bob,36,26.51,0.26,706.23
2024-09-29,West,Widget C,Online,Eva,56,29.91,0.14,1440.47
2024-05-19,West,Widget C,Distributor,Bob,39,34.19,0.14,1146.73
2024-08-20,East,Widget D,Retail,Bob,78,29.79,0.04,2230.68
2024-04-02,North,Widget D,Retail,Charlie,56,26.9,0.12,1325.63
2024-12-18,South,Widget A,Online,Charlie,6,33.51,0.25,150.8
2024-07-22,North,Widget B,Retail,Eva,12,30.42,0.29,259.18
2024-02-19,West,Widget D,Online,Eva,12,43.21,0.29,368.15
2024-02-23,South,Widget B,Online,Eva,9,30.55,0.07,255.7
2024-01-05,West,Widget A,Retail,Charlie,19,40.33,0.24,582.37
2024-12-08,South,Widget C,Retail,Bob,13,44.41,0.28,415.68
2024-09-08,East,Widget C,Distributor,Alice,91,16.87,0.02,1504.47
2024-11-03,East,Widget A,Retail,Alice,37,12.6,0.25,349.65
2024-12-01,West,Widget D,Online,Derek,40,28.58,0.22,891.7
2024-03-09,South,Widget A,Online,Bob,50,25.94,0.09,1180.27
2024-01-17,South,Widget A,Online,Bob,48,32.18,0.05,1467.41
2024-09-03,South,Widget A,Online,Derek,72,28.71,0.19,1674.37
2024-09-28,East,Widget D,Online,Bob,81,17.89,0.1,1304.18
2024-08-22,North,Widget A,Online,Charlie,89,49.99,0.25,3336.83
2024-03-20,South,Widget A,Online,Derek,98,36.03,0.29,2506.97
2024-12-02,South,Widget C,Retail,Charlie,65,29.04,0.21,1491.2
2024-07-03,East,Widget B,Distributor,Bob,30,21.75,0.08,600.3
2024-08-14,East,Widget D,Distributor,Bob,77,16.83,0.2,1036.73
2024-05-19,North,Widget B,Distributor,Derek,22,49.02,0.1,970.6
2024-10-07,West,Widget C,Retail,Eva,6,48.78,0.22,228.29
2024-09-21,West,Widget C,Retail,Charlie,93,44.33,0.29,2927.11
2024-06-18,East,Widget A,Online,Bob,14,28.18,0.06,370.85
2024-02-06,North,Widget B,Distributor,Derek,38,30.93,0.1,1057.81
2024-10-26,East,Widget C,Distributor,Charlie,60,48.21,0.27,2111.6
2024-01-08,West,Widget C,Online,Charlie,96,32.87,0.08,2903.08
2024-04-05,South,Widget C,Retail,Charlie,58,22.37,0.04,1245.56
2024-01-05,North,Widget D,Online,Eva,54,33.51,0.02,1773.35
2024-02-01,West,Widget D,Retail,Eva,3,23.35,0.22,54.64
2024-07-30,East,Widget C,Retail,Charlie,45,36.16,0.12,1431.94
2024-07-07,West,Widget B,Online,Alice,80,21.14,0.27,1234.58
2024-06-25,East,Widget C,Distributor,Eva,73,46.47,0.22,2646.0
2024-11-09,East,Widget D,Online,Eva,87,37.42,0.23,2506.77
2024-06-30,East,Widget B,Distributor,Eva,94,14.04,0.09,1200.98
2024-06-23,West,Widget C,Retail,Alice,44,21.28,0.13,814.6
2024-10-27,West,Widget D,Distributor,Eva,94,13.41,0.2,1008.43
2024-10-29,North,Widget B,Online,Eva,9,26.78,0.09,219.33
2024-12-12,West,Widget A,Distributor,Eva,78,47.37,0.03,3584.01
2024-03-01,West,Widget A,Online,Eva,27,21.5,0.1,522.45
2024-12-09,North,Widget A,Distributor,Alice,3,26.98,0.09,73.66
2024-09-02,North,Widget C,Distributor,Eva,17,33.85,0.27,420.08
2024-05-04,North,Widget A,Distributor,Bob,11,38.5,0.21,334.56
2024-03-09,West,Widget D,Online,Alice,21,46.93,0.14,847.56
2024-11-20,North,Widget C,Retail,Eva,37,27.06,0.16,841.02
2024-01-08,North,Widget C,Online,Eva,25,46.38,0.01,1147.9
2024-02-12,North,Widget A,Online,Bob,47,17.07,0.09,730.08
2024-02-22,West,Widget B,Online,Derek,69,15.1,0.26,771.01
2024-08-19,East,Widget D,Retail,Derek,15,24.95,0.12,329.34
2024-08-27,East,Widget A,Online,Charlie,49,26.53,0.12,1143.97
2024-01-15,South,Widget C,Distributor,Eva,53,26.78,0.29,1007.73
2024-02-26,West,Widget D,Distributor,Charlie,7,13.17,0.15,78.36
2024-05-12,East,Widget C,Online,Derek,80,27.76,0.05,2109.76
2024-09-11,South,Widget B,Distributor,Bob,21,20.72,0.1,391.61
2024-04-17,North,Widget A,Retail,Bob,83,22.51,0.03,1812.28
2024-02-18,North,Widget C,Distributor,Bob,69,31.52,0.09,1979.14
2024-09-15,South,Widget D,Distributor,Eva,59,10.35,0.28,439.67
2024-07-11,North,Widget A,Retail,Alice,3,10.05,0.15,25.63
2024-10-08,East,Widget B,Retail,Derek,89,26.32,0.21,1850.56
2024-04-14,West,Widget A,Retail,Derek,47,23.17,0.13,947.42
2024-09-14,South,Widget C,Retail,Derek,26,13.91,0.0,361.66
2024-09-09,North,Widget D,Distributor,Derek,57,49.44,0.19,2282.64
2024-02-29,South,Widget D,Online,Alice,60,20.38,0.13,1063.84
2024-09-02,East,Widget B,Retail,Eva,33,31.7,0.29,742.73
2024-10-17,East,Widget D,Distributor,Charlie,10,30.19,0.27,220.39
2024-03-30,East,Widget D,Online,Eva,4,20.6,0.16,69.22
2024-04-07,West,Widget A,Distributor,Alice,60,26.31,0.2,1262.88
2024-02-13,East,Widget B,Retail,Bob,34,27.63,0.14,807.9
2024-05-23,South,Widget A,Retail,Charlie,83,26.48,0.01,2175.86
2024-08-30,West,Widget B,Retail,Charlie,38,16.87,0.2,512.85
2024-07-28,South,Widget C,Retail,Bob,47,29.91,0.06,1321.42
2024-05-14,East,Widget D,Distributor,Bob,19,38.4,0.16,612.86
2024-03-27,West,Widget A,Online,Charlie,11,45.27,0.12,438.21
2024-11-01,West,Widget C,Retail,Eva,39,17.52,0.13,594.45
2024-10-22,North,Widget D,Retail,Charlie,28,30.76,0.18,706.25
2024-03-07,East,Widget D,Distributor,Alice,92,23.99,0.19,1787.73
2024-04-11,North,Widget A,Retail,Derek,37,46.24,0.26,1266.05
2024-03-26,South,Widget C,Online,Bob,60,38.69,0.25,1741.05
2024-08-14,South,Widget C,Distributor,Alice,44,37.66,0.27,1209.64
2024-12-10,West,Widget A,Online,Bob,31,39.07,0.28,872.04
2024-06-20,West,Widget C,Online,Alice,24,24.24,0.09,529.4
2024-01-13,East,Widget D,Retail,Derek,72,21.27,0.14,1317.04
2024-05-09,North,Widget C,Online,Eva,92,16.41,0.08,1388.94
2024-01-15,South,Widget A,Distributor,Derek,64,34.7,0.23,1710.02
2024-11-20,East,Widget A,Distributor,Charlie,2,39.92,0.06,75.05
2024-11-29,West,Widget C,Retail,Bob,67,19.22,0.1,1158.97
2024-10-30,East,Widget C,Retail,Eva,30,30.93,0.27,677.37
2024-08-22,South,Widget A,Online,Eva,77,20.44,0.16,1322.06
2024-02-16,North,Widget C,Distributor,Charlie,54,11.48,0.16,520.73
2024-01-06,North,Widget D,Retail,Eva,73,21.14,0.23,1188.28
2024-12-27,South,Widget D,Retail,Eva,29,32.66,0.14,814.54
2024-04-26,South,Widget C,Distributor,Eva,99,36.73,0.27,2654.48
2024-09-29,West,Widget B,Retail,Derek,20,26.14,0.04,501.89
2024-04-20,South,Widget A,Retail,Eva,93,40.54,0.08,3468.6
2024-12-29,East,Widget B,Retail,Derek,14,40.71,0.01,564.24
2024-07-26,North,Widget C,Distributor,Charlie,78,23.85,0.2,1488.24
2024-10-26,West,Widget A,Distributor,Derek,7,33.08,0.1,208.4
2024-01-24,South,Widget B,Distributor,Bob,80,36.01,0.1,2592.72
2024-07-16,West,Widget A,Online,Charlie,76,36.22,0.0,2752.72
2024-09-30,East,Widget A,Distributor,Eva,30,41.33,0.11,1103.51
2024-05-20,South,Widget D,Retail,Eva,25,13.31,0.04,319.44
2024-01-05,East,Widget B,Retail,Alice,32,11.8,0.28,271.87
2024-12-07,North,Widget C,Online,Alice,88,29.27,0.04,2472.73
2024-04-28,North,Widget C,Distributor,Derek,46,34.88,0.15,1363.81
2024-09-06,South,Widget D,Retail,Derek,46,38.94,0.25,1343.43
2024-11-23,East,Widget D,Online,Eva,87,35.5,0.21,2439.92
2024-11-27,East,Widget B,Online,Charlie,59,16.15,0.24,724.17
